Weights,Bias
-0.2684401869773865,1.1217089891433716
-0.06895092129707336,1.321337342262268
0.12962736189365387,1.5203144550323486
0.3268442451953888,1.718335747718811
0.5221952795982361,1.9150713682174683
0.7151184678077698,2.11016583442688
0.9049918055534363,2.3032386302948
1.0911321640014648,2.4938857555389404
1.272796630859375,2.6816818714141846
1.449186086654663,2.8661842346191406
1.6194530725479126,3.0469369888305664
1.7827136516571045,3.223478317260742
1.9380640983581543,3.395348072052002
2.0846023559570312,3.5620968341827393
2.22145414352417,3.723297119140625
2.34780216217041,3.878554582595825
2.462916851043701,4.027520656585693
2.56618595123291,4.16990327835083
2.65714168548584,4.305479526519775
2.7354800701141357,4.434103012084961
2.8010754585266113,4.555713653564453
2.8539836406707764,4.670340538024902
2.894439220428467,4.778104305267334
2.9228439331054688,4.879217147827148
2.9397504329681396,4.9739789962768555
2.9458422660827637,5.062771797180176
2.9419119358062744,5.146050930023193
2.9288382530212402,5.224336624145508
2.9075658321380615,5.29820442199707
2.879085063934326,5.368272304534912
2.844414710998535,5.435190200805664
2.804586172103882,5.49962854385376
2.7606287002563477,5.562264919281006
2.713557243347168,5.623774528503418
2.664361000061035,5.684818267822266
2.6139917373657227,5.746031284332275
2.563354015350342,5.808014869689941
2.513295888900757,5.871326446533203
2.464599370956421,5.936471939086914
2.4179720878601074,6.003899097442627
2.374040365219116,6.073992729187012
2.3333427906036377,6.147069931030273
2.2963249683380127,6.223379135131836
2.2633371353149414,6.303099155426025
2.2346324920654297,6.38633918762207
2.2103676795959473,6.473142623901367
2.1906051635742188,6.56348991394043
2.1753182411193848,6.6573028564453125
2.164395809173584,6.754450798034668
2.1576504707336426,6.8547563552856445
2.154827117919922,6.958003044128418
2.155611991882324,7.063940525054932
2.1596429347991943,7.172293663024902
2.1665196418762207,7.282768249511719
2.175814390182495,7.395057201385498
2.187082529067993,7.508848667144775
2.199871778488159,7.623831748962402
2.213732957839966,7.739700794219971
2.2282283306121826,7.856162071228027
2.2429399490356445,7.972938537597656
2.257477283477783,8.089773178100586
2.2714834213256836,8.206432342529297
2.284640073776245,8.322708129882812
2.2966723442077637,8.438423156738281
2.307351589202881,8.55342960357666
2.316497325897217,8.667610168457031
2.323977470397949,8.780877113342285
2.3297085762023926,8.89317512512207
2.333653688430786,9.004477500915527
2.335820436477661,9.114784240722656
2.336257219314575,9.22412109375
2.3350491523742676,9.332535743713379
2.3323135375976562,9.440095901489258
2.328195095062256,9.54688549041748
2.322859764099121,9.653000831604004
2.3164896965026855,9.75854778289795
2.3092775344848633,9.863637924194336
2.3014209270477295,9.968385696411133
2.2931172847747803,10.072904586791992
2.2845590114593506,10.1773042678833
2.2759292125701904,10.28168773651123
2.267397880554199,10.386149406433105
2.2591183185577393,10.49077320098877
2.2512247562408447,10.595630645751953
2.243830442428589,10.700780868530273
2.2370262145996094,10.806267738342285
2.23088002204895,10.912121772766113
2.2254369258880615,11.018360137939453
2.220719337463379,11.124985694885254
2.216728925704956,11.231988906860352
2.213447332382202,11.339348793029785
2.210838794708252,11.447033882141113
2.2088522911071777,11.555004119873047
2.2074244022369385,11.663211822509766
2.206481456756592,11.771605491638184
2.2059428691864014,11.880127906799316
2.205723762512207,11.988719940185547
2.205737590789795,12.097323417663574
2.2058985233306885,12.205880165100098
2.2061240673065186,12.314334869384766
2.2063372135162354,12.422636032104492
2.206467866897583,12.530735969543457
2.206454277038574,12.638592720031738
2.206244707107544,12.746170043945312
2.2057971954345703,12.853438377380371
2.20508074760437,12.96037483215332
2.2040748596191406,13.066963195800781
2.2027697563171387,13.173192977905273
2.2011654376983643,13.279060363769531
2.199270725250244,13.384566307067871
2.1971030235290527,13.489716529846191
2.194685935974121,13.594520568847656
2.192049264907837,13.698992729187012
2.1892268657684326,13.80314826965332
2.1862552165985107,13.907005310058594
2.1831727027893066,14.010581970214844
2.1800179481506348,14.113896369934082
2.176828145980835,14.21696662902832
2.1736390590667725,14.319809913635254
2.170482873916626,14.422440528869629
2.167388677597046,14.524871826171875
2.1643807888031006,14.627113342285156
2.1614787578582764,14.729172706604004
2.1586976051330566,14.8310546875
2.1560468673706055,14.932761192321777
2.153531551361084,15.03429126739502
2.1511518955230713,15.135641098022461
2.1489038467407227,15.236804008483887
2.146779775619507,15.337772369384766
2.144768714904785,15.438536643981934
2.142857074737549,15.539085388183594
2.1410295963287354,15.639406204223633
2.1392693519592285,15.739485740661621
2.137559413909912,15.839311599731445
2.135882616043091,15.938870429992676
2.1342225074768066,16.038148880004883
2.132563591003418,16.137136459350586
2.130892038345337,16.235822677612305
